60,75,15,10,4,63,64,79,36,97
60,75,81,79,50,14,91,2,53,15
60,75,58,5,93,90,74,57,86,49
60,75,58,10,57,81,46,9,71,76
60,75,2,91,54,84,81,49,98,8
60,75,83,97,87,46,98,74,28,10
60,75,38,15,23,68,50,29,92,83
60,75,96,47,19,95,91,74,5,89
60,75,18,55,44,50,62,56,78,64
60,75,2,98,69,56,25,28,67,62
60,75,93,52,56,86,32,33,6,72
60,75,74,20,45,19,37,44,7,83
60,75,11,62,92,54,93,21,40,68
60,75,15,59,6,97,40,29,20,98
60,75,39,12,13,50,23,92,83,36
60,75,56,6,14,87,44,98,70,36
60,75,58,1,51,56,7,94,14,82
60,75,30,38,22,83,47,73,52,82
60,75,76,92,94,97,81,7,12,62
60,75,24,29,41,13,52,39,23,53
60,75,45,26,78,83,91,93,52,25
60,75,97,24,20,18,93,52,1,61
60,75,44,49,78,88,13,2,16,19
60,75,6,14,24,3,1,63,91,38
60,75,48,94,0,92,45,73,34,7
60,75,12,45,81,32,23,42,5,67
60,75,95,77,51,44,33,3,90,83
60,75,40,67,95,57,32,70,72,5
60,75,19,42,53,29,71,48,58,49
66,32,25,6,95,16,30,35,65,91
66,32,25,6,95,16,30,35,65,91
62,47,81,76,71,35,82,74,48,61
4,27,22,29,95,15,3,91,98,72
23,39,80,84,78,51,93,10,38,62
88,85,77,92,19,68,11,72,36,59
48,54,9,12,50,97,40,83,20,77
0,47,93,60,89,34,73,62,12,76
14,48,64,9,73,53,79,49,51,57
98,32,61,60,15,11,96,85,50,83
53,65,41,33,5,14,4,11,9,76
78,23,85,0,21,59,32,54,66,52
77,64,81,57,75,3,98,5,1,27
59,6,9,73,93,2,7,62,55,97
76,34,15,50,27,78,24,35,51,39
5,11,12,56,53,73,38,75,92,65
33,63,10,35,56,90,88,75,13,48
86,16,39,70,30,67,50,57,40,77
94,63,9,46,91,88,38,27,65,50
95,2,72,58,18,45,1,67,21,26
71,51,43,86,92,96,85,35,1,65
96,85,1,83,98,94,24,45,5,66
96,20,36,9,8,33,86,92,25,27
40,90,6,91,33,3,48,30,94,98
88,14,22,40,78,43,3,57,9,25
2,42,45,5,95,92,72,93,3,82
87,37,78,65,71,17,56,82,89,68
23,16,43,53,40,19,88,63,68,4
63,62,73,98,41,96,85,38,13,32
81,11,4,68,58,97,17,37,69,66
51,32,39,78,27,57,10,49,2,86
72,28,97,30,2,18,31,85,59,93
57,4,84,85,24,87,83,5,44,86
26,29,32,93,94,78,84,2,18,65
48,0,72,54,8,26,44,51,40,19
14,1,91,53,23,57,55,54,95,29
0,62,39,5,68,10,78,43,74,47
7,92,11,86,26,5,81,68,4,53
46,24,8,64,29,39,40,50,78,25
1,96,97,45,11,36,50,49,69,53
27,59,23,71,14,26,97,46,30,73
87,3,90,29,9,6,91,22,64,83
56,70,87,28,91,43,82,68,42,0
5,3,13,64,91,29,70,8,26,11
24,39,16,38,15,99,0,55,91,67
41,96,17,59,71,79,90,54,81,50
1,57,11,45,81,31,94,40,46,13
14,62,87,49,60,16,64,20,40,8
99,97,16,32,24,80,45,59,12,34
91,48,88,49,1,26,63,39,94,56
19,87,56,91,93,31,86,96,72,29
